Pmax_a;Pmax_b;Pmax_c;PI_a;PI_b;PI_c;R;a_CO2;b_CO2;c_CO2;d_CO2;e_CO2;a_respi_tom;b_respi_tom;c_respi_tom;alpha_tom;kappa_tom;gamma_tom;tem_zero_tom;a_CO2_tom;b_CO2_tom;c_CO2_tom;d_CO2_tom
-98.13;13.374;-0.223;11985;-648.66;10.36;1.9;2.296;-4.4492;-0.004665;-12.39;0.00641;-0.871;0.112;-0.0055;24.73584;0.001274006;345.338;25.37363;-1.5227;0.7891;1.5284;100
